"id","about","label"
"585690","Minimalism - platformer with a lot of levels, made in minimalist style - which is a cube protogonist. The game is a kind of labyrinth consisting of levels, to go between them you need to open the doors with collected keys.
Features:
- 30 increasing complexity as you progress through levels
- Minimalistic design
- Good music
","adventure"
"897640","Gun Crazy
 is a fast paced and hectic arcade style action shoot em’ up, sporting old school pixel art and a retro sound track.
Tackle 
bosses
, dodge an onslaught of bullets, and use 
multiple weapons
 to take out your foes. Hope you brought your ""A"" game otherwise be prepared to spam those ""continues""!
 
","adventure"
"913280","""Pranky Cat""
 is an eternal confrontation between dogs and cats, we play for a cat. Our goal is to harm and poke fun at dogs. We need to find items and use them to harm the dogs. Puzzle game. Have to think!
Features:
5 different places
various pranks
music to order
a lot of positive!
 
","adventure"
"970940","From your village, the Dream World is just a step away!
Befriend Unica the unicorn while exploring the real world and the world of dreams. 
You're the only one who can help Unica save her world!
15 different missions between two worlds
Many options to customise your character and horse
An open world to explore on the back of one of six horses available
 
","adventure"
"320690","Match tokens to unlock incredible riches in The Treasures of Montezuma 3! With Casual and Timed modes to enjoy, 160 levels to beat, and dozens of mind-bending mini-puzzles to solve, you could be in the jungle for months!
Enjoy Casual and Timed modes!
Upgrade your power-ups between stages!
Unlock incredible riches!
 
","adventure"
"2325640","Sexy Nurse Puzzle is a short puzzle game with a beautiful and hot nurse. High-quality art, relaxing music and spicy atmosphere. Awesome for relax after a day at work.
Features:
• Simple and additive Gameplay
• Original HD Artworks
• Relaxing music
• The best way to spend your night alone!
","adventure"
"399070","Dragon's Wake is a powerful tale of discovery, growth and courage, all told without words. As a fledgling dragon, you will be born into an unknown world - and directly experience the wonders and threats that you discover. As you grow and gain strength and power in this 2D Adventure Platform game, the decisions and choices you make will change the lives of the people left in your wake.
","adventure"
"2027860","In Search for Bigfoot, you search for Bigfoot. That's it.
It's a dark night in the forest, and something is lurking just beyond the trees. Can you find Bigfoot before he finds you? 
Collect hair, scat and any other pieces of evidence you come across on your quest to track down the most elusive beast of them all. The mighty, and stealthy, Bigfoot. He's out there somewhere, and he is watching you.
","adventure"
"513340","You continue your journey in worlds of Abandoned. Welcome to the Forest, the sacral place in the Ordered. 
Solve puzzles, find items and find a way to use them. Try to reach your brother and have fun.
","adventure"
"1990260","《Phantom Tentacle》is a story decryption game!
The sealed ghost tentacles descended on the town again.
Players will play ghost tentacles, attacking lone villagers, capturing nuns, and sneaking to escape from the hunters of knights. Finally rule the whole town!
Early Access:
Two can be used for hunting objects
4 unique levels
Sneak gameplay
Tailing play
·【The nun】Maria
·【The VillagersA】Lina
 
","adventure"
"1205260","Defeated Girl is a jigsaw puzzle.
Complete the puzzle directly according to ""F"".
""Defeated Girl"" Features:
 Various beautiful girls
 12 beautiful girl CG
 12 levels.
 
","adventure"
"1205260","Defeated Girl is a jigsaw puzzle.
Complete the puzzle directly according to ""F"".
""Defeated Girl"" Features:
 Various beautiful girls
 12 beautiful girl CG
 12 levels.
 
","adventure"
"401190","WHAT IS DINOSAUR HUNT?
Dinosaur Hunt is a chaotic first person shooter that confronts heavily armed players with the most horrifying creatures that ever roamed the earth: Dinosaurs.
THE SETTING
The world of Dinosaurs is a ride that you will never forget
THE PLOT
The story is mindblowing and will make you crying in the corner
FEATURES
1081 Achievements - thats right 1081 of them. 
 
","adventure"
"1549030","Art by Anatoliy Loginovskikh
Important information
Press ""N"" for night mode.
Press ""Del"" then ""Esc"" to reset all achievements.
100 hidden snails 2 is a hidden object game in a surreal setting.
Black and white hand-drawn graphics in a cartoon style.
Can you find 100 snails? Just click on the snail! 
Good Luck!
","adventure"
"1838830","Alter your past and future in this thought-provoking and edgy time travel game. Are you willing to live with the effects that your changes may cause?
A 30,000 word time-traveling text adventure without graphics or sound effects.
 Play as male, female, or nonbinary.
 Change the past, see the future.
 
","adventure"
"928840","Cybarian The Tme Travelling Warrior is a classically inspired arcade action game, with a mixture of modern and retro gaming tropes.
The game is an amalgamation of old school 2d platformers and side scrolling beat em’ ups.
Features
Beautifully animated and expertly realised retro style pixel art.
Epic boss battles! Expand your abilities!
Explosive and engaging combat!
Classic platforming.
 
","adventure"
"1461490","In 
Hoppup!
 the only way to go is up! There is no death, no checkpoints and no enemies. All that stands between you and the top are your own skills!
If you enjoy punishing platforming games this might be for you! :)
The Frozen King DLC
 is now available for free for all owners of 
Hoppup!
 
","adventure"
"1573750","Art by Catherine Svyataya
Important information
Press ""N"" for night mode.
Press ""Del"" then ""Esc"" to reset all achievements.
Hidden object game in a fairytale setting.
Black and white hand-drawn visual style. 
A very difficult game for any age!
Can you find 100 mushrooms? 
It will be a hard but sweet adventure!
Good Luck!
","adventure"
"384740","Check Out: 
CAT Interstellar: Episode II
This is a short story ~ 1 hour long that is meant to be played in a single sitting.
Play as a DOG-VI drone, a newly activated maintenance bot, who is assisting in the terraforming effort on Mars. After a predictable yet unfortunate accident DOG finds herself uncovering the past of a seemingly barren planet.
","adventure"
"1498310","Art by Phenechka
Important information
Press ""N"" for night mode.
Press ""Del"" then ""Esc"" to reset all achievements.
Hidden object game in the setting of a cartoon cafe.
Black and white hand-drawn graphics.
This is a kind game for kids.
Can you find 100 cupcakes? 
This game is best played on a full stomach!
","adventure"
"1553910","Spend time at the computer not alone, but together with Stalin. Scroll through the feed of social networks, look for videos on YouTube, watch anime. Whatever you do, Joseph will always be with you.
Features List
 A large selection of different dances
 Flexible customization of your Stalin (change the size, color of clothing, etc.)
 Stalin on top of all your windows
 Relaxing soundtrack
 
","adventure"
"1186400","*If you think the game too difficult, try pressing the F key while playing.
West Sweety
 is a casual game with a relaxed atmosphere and challenge. 
In the bar of west you gonna play a card & dice game
Five major features of the game:
1. 7 girls waitingfor you to challenge ! ! 
2. Fantastic 2.5D scene with space dynamic rendering technology! !
3. 4K HD CG! !
4. Fun gameplay !
 
","adventure"
"1377590","The Island is an open world, with good optimization, graphics and beautiful nature.
In this game, you need to survive after a shipwreck.
Create items and collect resources.
Build a small shelter, a large house on the beach or in the woods.
Kill dangerous animals.
Get food and build a fire.
 
Do everything to survive.
 
","adventure"
"585690","Minimalism - platformer with a lot of levels, made in minimalist style - which is a cube protogonist. The game is a kind of labyrinth consisting of levels, to go between them you need to open the doors with collected keys.
Features:
- 30 increasing complexity as you progress through levels
- Minimalistic design
- Good music
","adventure"
"1012460","Through Abandoned: The Refuge is the third part of a big story about parallel worlds. Now the way leaded you to the Refuge, a place hidden between worlds. Investigate what happened there.
Through Abandoned: The Refuge is a classic point and click adventure. Solve puzzles and play mini-games, look for items and find a way to use them, explore, enjoy the story and try to escape.
","adventure"
"1520250","This puzzle game helps your kids develop matching and fine motor skills. You will love these wonderfully Gnome pictures and will improve their spatial skills while having fun! 
FEATURES:
- Perfect for all ages.
- Rotation mode for greater challenge.
- Many bright puzzle images.
- Colorful puzzling atmosphere.
- Traditional puzzle gameplay.
- Simple controls make it easy to solve picture!
","adventure"
"1181130","This game consists of 3 mini games, to completely undress the girls you need only one hand, with cute NEKO girls you can play the game for memory, puzzles, and hands game. 10 hot NEKO girls are waiting for you.
Play in:
 MEMORY GAME;
 PUZZLE GAME;
 HANDS GAME;
Enjoy the sweet anime songs, the sweet lips of the girls, stay alone with your 2d waifu.
 
","adventure"
"1245380","This game consists of 3 mini games, to completely undress the girls you need only one hand, with cute NEKO girls you can play the game for memory, puzzles, and hands game. 10 hot NEKO girls are waiting for you.
Play in:
MEMORY GAME;
PUZZLE GAME;
HANDS GAME;
Enjoy the sweet anime songs, the sweet lips of the girls, stay alone with your 2d waifu.
","adventure"
"2213460","In this short adventure game, explore an abandoned mansion as a ghost. Collect items to help you along the way. Find secrets hidden around the house and find multiple endings
-Collect up to 50 souls hidden throughout the mansion
-Find health and speed boosts
-Collect and wear 9 different hats
-Explore strange rooms of the house
-Multiple story endings to discover
","adventure"
"1773890","Art by Аlexandr Telminov
Important information
Press ""N"" for night mode.
Press ""Del"" then ""Esc"" to reset all achievements.
100 hidden dogs is a hidden object game in the alien setting.
Black and white hand-drawn graphics in a cartoon style.
A large location and cute dogs.
Can you find 100 dogs? Just click on the dog!
Take care of your nerves!
","adventure"
"1740240","Art by Igor Shalimov
Important information
Press ""N"" for night mode.
Press ""Del"" then ""Esc"" to reset all achievements.
100 hidden cups is a hidden object game in the surreal setting.
Black and white hand-drawn graphics. Ultra hard!
The strange cups are hidden on the paper. 
A difficult adventure for the eyes.
Can you find 100 cups? Just click on the cup!
Take care of your nerves!
","adventure"
"1841390","Art by Аlexandr Telminov
Important information
Press ""N"" for night mode.
Press ""Del"" then ""Esc"" to reset all achievements.
100 hidden fish is a hidden object game in the sea setting.
Black and white hand-drawn graphics in a cartoon style.
Difficult and interesting! Very large location!
Did you find a fish? Then click on it.
It's going to be a fun adventure.
","adventure"
"1396380","36 achievements!
The player can choose from 2 characters - a swordwoman and an archer.
Several locations and bosses are available.
Skill tree - level up and become the strongest.
Quests - complete tasks and level up.
Nice ability animations.
 
","adventure"
"1253870","You are a Delivery Agent. Your goal is to deliver packages  save & sound to our bases, taking care of our people's needs. Dont' worry, you'll be awarded accordingly.
It's one of a kind journey. Dangerous and lonely.
 There are:
 5 lonely missions to complete
 gallery of images to unlock
 world's secrets to explore
 atmospheric soundtracks
 
","adventure"
"2167790","It's a boring first person zombie game with no story
Please don't expect too much from this game, this is just a game I made for tutorials, no gameplay, just fun.
Game Mode:
Burst mode (will be updated in the future)
The biochemical model
Survival Mode (will be updated in the future)
Although there are three modes, but all are single-player mode, currently not multiplayer online.
","adventure"
"712010","In the land of Zyorzia monsters roam out from all corners of the world.  Our hero needs to vanquish these enemies the best way he can.  Gaining fortune and fame and using said fortune to continue on the struggle.  To restore light to the world once again!
 Level Up~
 Traditional RPG Battle Engine~
 Venture in the land of Zyorzia~
 Inventory & Skill System~
 5000 Achievements~
 
","adventure"
"1522560","Art by Аlexandr Telminov
Important information
Press ""N"" for night mode.
Press ""Del"" then ""Esc"" to reset all achievements.
100 hidden mice is a hidden object game in the laboratory setting.
Black and white hand-drawn graphics in a cartoon style.
Difficult and interesting! Very large location!
The mice hid in the laboratory. 
They are up to something! 
Try to find 100 mice! It will be hard...
","adventure"
"2323300","Hot Secretary Puzzle is a short puzzle game with a beautiful and hot secretary. High-quality art, relaxing music and spicy atmosphere. Awesome for relax after a day at work.
Features:
• Simple and additive Gameplay
• Original HD Artworks
• Relaxing music
• The best way to spend your night alone!
","adventure"
"2100780","Learn what it truly means to spin in this indie clicker game by Dumb Video Game Stuff. Spin Time is a short relaxed comedic experience where all you do is press a button. Your mission? To help the world's greatest spinner,  Horst,  in his quest to achieve maximum spin. 
Features:
- 5 unique modes
- Voice lines from ""Voice of Czath""
- Two live-action cutscenes
","adventure"
"1919060","Kly Kly is an arcade platform game in which you have to help a magical creature named Klu-Klu defeat 4 monsters that are located in each dimension. The game has 4 exciting worlds, each with 8 levels of varying difficulty and a BOSS. Your task is to defeat all the bosses!
features
music Henrit
graphics Dudnout
","adventure"
"1029240","Have an acident on sea , the ship which you are on is shipwreck. You are drifted to the uninhabited island . You meet a girl who are on the same ship . You and her have a life on island .
Game feature :
. Explore island filled with many intersting things .
. Many actions interesting in game .
","adventure"
"1851640","If you like the adventures and cars then 
Police Hot Pursuit
 is for you! Take a car or even a bike and let the adventure begins! 
Escape the cops and avoid obstacles as long as possible. 
Game Features: 
- 5 cars, 1 bike & 1 motorcycle available to use 
- Weather changes like dense fog
- Collectable items which will help you to escape the cops
","adventure"
"1396260","Start your own story in FALAFEL in a big city where you own a small restaurant that sells Falafel and some more meals
 In FALAFEL you can drive your scooter , transport goods , customize your shop , buy furniture , manage economics , and each player can play the game in a very different way  than other players 
 
","adventure"
"587420","Description:
Get a new gaming experience as a racer in a shopping cart! Play for the brutal and steep Cart Racer. Overcome obstacles in the city, in the sea, in the ancient castle and the snowy mountains. Do whatever you can to reach your goal!
 
Features:
Unusual gaming experience
Fun ride in a shopping cart
4 fun levels
Fun physics to overcome obstacles
 
","adventure"
"1683580","Space Dance is a space simulator presented in the Galaga genre from the 90s, control a space ship against the alien invaders of the planet trying to take over the population of the earth for enslavement.
features:
3 types of weapons
15 challenging levels
random events to make the game more difficult
","adventure"
"1606280","Now you can train your aim with hentai girls. Enjoy and relax while shooting boobs!
Let us know your best score and write it in reviews.
About
6 different aim maps
4 different weapons
Score table
Easy - Normal - Hard modes 
 
","adventure"
"1745380","How long do you survive on a small island in the middle of a flooded world?
FEATURES
- Exploring the world above water and under water
- Search of valuable resources and items
- Watch your health, thirst and hunger
- Explore flooded places such as farms, forests, highways, islands, abandoned rafts, and even entire cities
- Stylized low poly graphics
- Advanced ocean physics
","adventure"
"1781350","Fireboy & Watergirl are back. This time you'll have the help of the forest fairies to complete 30 new levels.
In this platformer game you have to control both characters as well as the helping fairies in order to get to the finish doors of each level.
Solve the puzzles, beat the times and collect all the diamonds! 
Play alone or with a friend to join Fireboy and Watergirl in this adventure!
","adventure"
"1311310","Escape from the hospital is a small quest puzzle. You find yourself in an abandoned hospital for unknown reasons and you have no choice but to start looking for a way out. On your way you will meet various monsters and not difficult puzzles. The playing time is about 30-40 minutes.
","adventure"
"1471530","Art by Drop_Dead_Fred
Important information
Press ""N"" for night mode.
Press ""Del"" then ""Esc"" to reset all achievements.
Hidden object game in a fairytale style.
This is a kind game for kids.
Can you find 100 gnomes? 
It will be a small but sweet adventure!
","adventure"
"569610","Distant Space are present the arcade game of cosmic fights in arcade style of the 80's, this is a game where you can control the spaceship and forced to destroy extraterrestrials, which are moving in the certain order.
26 unique levels, fights against bosses and ear candy music of that era emphasize style of the Space Distant game.
","adventure"
"656940","Help the little Theodore reach Juicy Island, immerse yourself in
classical retro style 80's, accumulate coins to proceed between
mysterious island levels. Be quick and do not stop.
In order to reach Juicy Island Theodore will need a plane, to do this theodore will recover gold bullion from the village lady.
","adventure"
"1417720","Gemini is an action tower defense game, where your goal is to protect the crystal while keeping yourself alive.
Explore the worlds, fight monsters, get upgrades, and much more!
Features
 5 Different Worlds, 25 levels, and 125 waves to fight for!
 64 types of equipment and upgrades.
 Many monsters and bosses to fight and get loot from!
 
","adventure"
"893950","-Drink 
-Ride on bear
-Squat
-Dance kalinka
-Pray Voland De Put
-Have sex
-Be in a fantasy alternate reality Kastavia
-Say ""suka"", ""blyat""
And more!
Play this game for cool man life simulation!
","adventure"
"1064730","Fantasy Girl is a jigsaw puzzle. There are many different roles. Mother Cat, Black Wing Angel, Royal Sister, Silly Lori.
Complete the puzzle directly according to ""F"".
""Fantasy Girl"" features:
 All kinds of beautiful girls
 12 Beautiful Girls CG
 5 with LIVE 2D
 12 checkpoints
 
","adventure"
"386110","★ Turn based battle system 
★ Unique menu system 
★ Branching story 
★ Pixel graphics 
★ Over 40 items 
★ Great leveling system
","adventure"
"1470280","The Last of Anime is a cool open-world shooter. Your task is to clean up the destroyed city. A pistol, submachine gun and sniper rifle will help you defeat your enemies. Explore the area, fight with opponents and enjoy the beautiful scenery.
Features
 Beautiful character
 Three types of weapons
 Two types of dangerous enemies
 Dynamic gameplay
 Post-apocalyptic world
 
","adventure"
"576050","Extremly Hardcore 2D game, where you find:
 Nice 2D graphics.
 Amazing anime style music.
 Big open world, where you can achieve any lands you want from game start.
 A lot of ingame items.
 Dozens ingame Secrets.
 Join this amazing world inspired by old early 00's rpg-platformers like Metroid and Castlevania, you gonna enjoy it.
 TO VICTORY MY LORD!
","adventure"
"898780","In Escape Game you will have to solve the different puzzles hidden in the house to escape!
Dozens of puzzles are hidden in the house. You will have to solve them by finding the different elements hidden in the scenery!
Can you find all the elements, solve all the puzzles and escape from the house?
 Features: 
■ A unique level!
■ A lot of puzzles to solve!
■ Very relaxing game!
■ Good music!
 
","adventure"
"1014460","Nothing! - This is a philosophical visual novell that poses the most important question and gives the answer.
Not everyone can complete this game. Few can.
But if you can get through ...
","adventure"
"454100","Challenging 2D platformer with simple graphics and great chiptune soundtrack. Try to get out of a dangerous dungeon full of enemies and traps.
Features:
Minimalistic graphics 
Hardcore gameplay 
Great original Soundtrack
Many levels
Enemies blast if jump on their heads
Coins! Who does not like a coins?
Can you pass all the tests and get out of a dangerous dungeon?
","adventure"
"673820","A good game played in a relaxing mode and can help you to learn English or Chinese.
You need to spell the target word by controling the hero to eat the monster.
There are hundreds of word for you to challenge.
You will face a random challenge and a random map when you restart a level every time.
You can master many words through playing the game in a relaxing mode.
","adventure"
"857540","Soviet Bear Uni Adventure is a painfully challenging physics-based action/adventure game. Pedal and lean to stay upright and overcome each crazy obstacle.
Features:
- One bear.
- Physics-based pedaling and leaning; Master a challenging movement system.
- One unicycle.
- Unique obstacles.
- A cool hat.
- Hilarious ragdoll effects.
 
","adventure"
"1596250","A cute HARDCORE arcade game about a fish in love.
There are a lot of interesting things in this little game:
- a kind story about love and courage
- hand-drawn graphics
- nice animation
- hard puzzles
- simple mouse control, but hardcore levels.
Good luck!
","adventure"
"1137730","Naughty Girl 2 is a casual puzzle game, where you reveal gorgeous cowgirl pictures while you relax in a 3 difficulties puzzle.
10 Gorgeous girls that can be undressed
Puzzles with 3 levels of difficult
Gallery mode that can be controlled using a single hand. (arrows or WASD)
69 fun to get achievements
Puzzles can be solved with the click of a button
Original relaxing soundtrack
 
","adventure"
"1359870","Enjoy managing your own vegetables shop . Plant, harvest, buy and sell goods, transport, drive, upgrade, customize your shop to be the best shop owner in the village.
Start your vegetables shop in the village , start by ordering goods from local suppliers until you own your truck and farm and start producing your own crops !
 
","adventure"
"575680","Square n Fair is a relaxing puzzle platformer. 
In order to clear the level, you have to move the to blocks (which moves opposite of each other) to their common goal. However, parts of the level is block off, by other colors than the level color. Change the color of the level to bypass these obstacles.
 Features:
 
 
24 handcrafted levels.
 
Steam Trading Cards.
 
","adventure"
"802810","Minimalistic arcade platformer. You are able to move only in one direction, can you get through it?
35+ Level
150+ Achievements
Trading Cards
Emoticons
 
","adventure"
"521980","You've inherited a small house. 
The documents say that you will only have a right to own it once you manage to live there for at least few days. 
But you must not go outside at night and shouldn't open the cellar door. 
Is there a chance to meet the conditions? Only time will show!
","adventure"
"689520","A group of terrorists has arranged a nuclear hell and occupied Fort. You’ll have to build your own base in the new world burnt by the nuclear apocalypse.
Build your base, eliminate zombies, attack convoys to get resources, fight against other players in PvP, use machinery to kill enemies. You can protect your base or travel the map in search of resources.
Controller Support:
 
","adventure"
"1618020","A FPS game with lots of obstacles and Hentai enemies.
About
3 level to complete!
Exotic futuristic maps 
Find 10 Hentai picture
Realistic bobbs efect 
4 weapon to use 
https://store.steampowered.com/app/1981050/Defiled/
 
","adventure"
"2372770","THE SECRET OF A DREAM is a blend of click adventure & first-person puzzle game.
The story of a man who is lost in his dream, He must find the mystery of repeating 
his dream and escape from this strange cycle.
- A story full of mystery.
- For fans of first person puzzle & click adventure games.
- A short game focused on a multi-part story with some light puzzle solving.
","adventure"
"1686350","You had experienced many adversities in your life, but that one are going to decide your fate. Would you survive on unknown land?
To find out, you will need to craft, build, defend yourself from monsters and gather resources 
Become a truly colonizer and try to escape it, good luck lost soul.
Good Graphics
Addictive Gameplay
Long Story
Open World
 
","adventure"
"2413750","Poly Jigsaw: Dogs is a traditional style jigsaw puzzle game, with a doggy.
Featuring 50 hand drawn images in a polygonal style, with each puzzle piece uniquely shaped in a way no physical puzzle could be.
The player's goal - puzzle pieces together to get a beautiful picture.
Poly Jigsaw: Dogs:
- 50 levels
- Polygonal art
- Simple controls (mouse)
- Achievements
- Relax music
 
","adventure"
"2340170","Melon Knight is a tiny little adventure full of monsters, dungeons and bats. Will you save the day and become a hero, or succumb to darkness and become a villain? The choice is yours.
 
","adventure"
"2394460","You have been commissioned to collect and research space minerals by destroying asteroids near your space shuttle. With your growing inventory of materials and new knowledge you build additional modules on your shuttle continuously expanding it into a self sustaining space station eco system.
","adventure"
"1582600","Experience the prologue of The Palace on the Hill, a slice of life adventure set in 90s India. A story of a teenaged boy Vir, full of ambition and struggle with a sprinkle of romance.
 Emotional story
 Vibrant hand-painted watercolour graphics.
 Indian Cooking
 Relaxing puzzle based painting mechanic
 15th century Indian royal palace exploration
 
","adventure"
"2374610","Memes! Memes! Memes!
Play Memeside for free.
Witness memes come to life in an open-world environment.
Get a chance to explore the open-world environment and experience memes like never before. Collect points for encountering each meme and try to collect the maximum points for the game. Become the top memer by collecting all the points on the island.
","adventure"
"2389440","You are a little postman exploring different archipelagos. You move safely tile by tile on a grid-based environment. You will find some magical triggers that allow you to rotate small islands.  By modifying the landscape, do your best to create a path towards the end of each level and give letters to the inhabitants ! Each of the nine levels propose a unic puzzle around this concept.
","adventure"
"1678440","Cmd Error is the story of finding out what happened to you, and why you are the only person left on the planet.
Explore and find out what happened as you solve physics and logic puzzles, while keeping yourself out of danger.
Build your own maps that you can share on the steam workshop with the in-game map editor.
","adventure"
"2266010","The Reacher
RUN, SPRINT, JUMP, SLIDE and SWING
Against the obstacles and the traps, find your way to reach the goal.
This is a 3d Platformer game with simple but colorful visuals.
Best for people who like Speedruns
Features;
Imersive Levels
Replayablity
Time counter for Leaderboard
Colorful Visuals
Rocking Tracks
 
","adventure"
"2370680","Backrooms Project: The Lost File - It is a game that delves into the world of Backrooms, where terror, puzzles and a feeling of insecurity go hand in hand, with 10 launch levels, your mission is to find the lost files to know what happens in the Backrooms, find all the secrets and at the same time know how to get out of there.
","adventure"
"1819650","A railroad builder puzzle game with ""pipe games"" mechanics where you help the goblin Trax journey out of the mines and explore the kingdom in search of the path to the King Goblin's Castle. The brakes are gone, so build fast or be derailed!
 
","adventure"
"2389000","It is a game that clears the dungeon by avoiding numerous monsters using the main character's skills.
It's a 3D quarter view game.
Let's use gas, punch, uppercut, rolling, defense, running, throwing, etc. well.
Let's solve the dungeon puzzle well.
Let's make good use of the dungeon traps.
","adventure"
"2376390","Sea Dove is a short fishing and exploration game set on a mysterious planet.
Catch 5 different kinds of fish each with increasing difficulty.
Mouse and keyboard are required.
Warning!
This game contains flashing lights that may make it unsuitable for people with photosensitive epilepsy or other photosensitive conditions. Player discretion is advised.
","adventure"
"2164810","This is a survival RPG game
--
You will play our protagonist
Living in a old-growth forest
You will have nothing to rely on, you can only rely on yourself
Not only does it lack basic daily necessities
To face the threat of unknown creatures in the forest alone
What are you going to do to survive?
","adventure"
"2198790","Help Chippy escape from Seaberry Keep!
Along the way, discover secrets about the witch's potion business, team up with a bunny, play games with ghosts, and re-decorate the mansion!
 
Features
Point & click gameplay
2D exploration adventure
Story voiced in English
Decorate rooms with cute furnishings using a drag-and-drop system!
 
","adventure"
"2275780","Round Trip is a platform video game where you will take control of a billiard ball where you will have to be very precise to avoid falling and also maintain your balance to complete the different challenges that are in the game.
Features
 Each map has a different mechanic.
 Unlocked FPS.
 DLSS upscaling.
 
","adventure"
"2369550","Mike was in the road until the gas runned out. Now, he's in the middle of nowhere and it looks like there is some zombies and monsters ahead. You have a gun, a flamethrower, a chainsaw and your feet.
In this 80's thriller platform game you can kick, shoot, fire and rip apart zombies and monsters. You can fight with a ghost boss and slide down, fighting against gravity and robots.
","adventure"
"2372520","Cat Rescue is a 2D Platformer game about a cat finding it's way back home. Can YOU complete the journey?
This game includes 10 fun and challenging levels set in 4 unique areas.
","adventure"
"1933290","Best of Eleven
 is a puzzle game that resolves around finding patterns. It breaks rules of the game into set of characteristics and allows player to choose from them to create an unique game.
In addition to the set of prepared archetypes and a challenging campaign, Best of Eleven offers a randomizer that can shuffle all the rules to create virtually unlimited variations of the rules.
","adventure"
"2336660","Being in a wheelchair will not stop you from surviving the zombie apocalypse and reuniting with your friends. You will zoom past hordes of zombies, kill the ones you need to, and find keys to unlock passageways in this retro top-down shooter. Your friends are waiting for you at the Sus Bus.
","adventure"
"2112540","The Prowler Hell is a post apocalyptic action platformer where you have to find a way to survive and escape from the horrors of the wasteland.
 Key features
* Physics based rope mechanic
* Playable Vehicles
* Crazy Boss Fights
* Fast paced
* Crazy Stuff
","adventure"
"1741650","Iron Age is a First-Person hack and slash with random item mods and semi-randomized dungeons. A classic dungeon crawling experience.
Hitbox based melee combat
Procedural generated dungeons with several bosses
Randomized loot attributes
Delve while avoiding deadly monsters and traps
Customize your character's appearance
Build off a branching skill system
 
","adventure"
"2356160","Fashion designer Jessica and her model friend Rebecca want to rise in their careers, and they join the fashion show. Both girls can help each other at this event.
Visual novel, ADV, slice of life, romance, yuri, comedy.
Features:
• colorful art;
• romantic/erotic scenes;
• original soundtrack.
","adventure"
"2329980","Scavenger is an atmospheric 3D linear adventure with a captivating story about two beings from different worlds. Together with his newly found friend, our hero ""Kiro"" explores an underground mine of a long gone civilization in hopes of finding an exit. On their adventure they are met with enemies as well as closed doors which need to be opened.
","adventure"
"1832370","Solve movie charades, guess which pictures represent which movie names 
The game shows the name of the movie, you need to choose which pictures represent the name of this movie and click on them.
If you answer correctly, you get points.
If the wrong one you lose.
Collect as many points as possible by hitting the leaderboard table. And also get achievements.
","adventure"
"1947490","Enter Death's Dungeon and defeat his four elemental golems that power his spread of death over the world. Play as four different classes with unique play styles, weapons and abilities.  Play in three different modes, Story, Rogue and Wave modes.
","adventure"
"2000110","Glory of War is a nostalgic strategic turn-based RPG that combines the SLG mechanics. No download needed. In this fantasy world, you will take a dangerous journey to recover your memory and protect the world. Collect powerful weapons, equipment and treasures from the demons to prepare for the last battle between light and darkness. Learn more in Glory of War!
","adventure"
"1688600","You incarnate as a powerful knight of the Emperial Kingdom to bring justice and honor through your adventure in the world. Fast Paced Action Combat and Open World Adventure. 
No more Classes, Switch between Melee,Magic and Archery with scroll up/down.
","adventure"
"2328270","Island of the Dead is a video game where you, the player, are stuck on an island full of zombies, to win, you must kill them all.
Wave based enemies that follow you forever, ranging from 100 to 1000.
Regenerative health and ammunition pickups, making it easier to fight the undead.
Made with Unreal Engine 5 so that you can experience the latest in gaming.
","adventure"
"2306080","Kingdom of EXPLORERS
 is an adventure RPG game for up to 2 players. Each player needs to explore, collect, manage shared resources to unlock new terrains, upgrade weapons to defeat the enemies, Bosses and save the Dwarves Hidden Island!
In the Dwarves Hidden Kingdom you need to:
 
","adventure"
"2303560","Best Pearl is a shooter where one of the sea inhabitants repels attacks, protecting the pearl he found. Be careful the steering wheel landing can hurt you. Don't let them get it. They must not reach her. You can handle it.
Features of the game:
- Beautiful Pixel-Art
- Music
- Simple operation
- Complexity
","adventure"
"2303570","Crazy Clown - Top Down Shooter, a game in which you need to take your own and destroy all your abusers. You have not only a machine gun in your arsenal. Use all the variety of weapons and crush your enemies. Take revenge on them, clowns can not only make fun!
Features of the game:
- Hardcore
- Beautiful Pixel-Art
- Variety of levels
- Music
","adventure"
"2285410","Through Spring, Autumn, Winter and Summer!
Leta Adventure is a relaxing role-playing game where you must travel a journey in order to deliver a letter. 
In this RPG, you take the role of ""Leta"". To progress your journey, you must fulfill the various tasks given to you and chat with everyone you see!
Featuring many different locations, minigames and characters to meet... your Adventure awaits!
","adventure"
"2230820","Key Features:
A short story driven adventure about a survivor in the middle of desert planet.
Beautiful graphics that convey the atmosphere of the game.
A variety of puzzles, encounters with dangerous enemies and fascinating investigation.
Find out what happened to the planet after the global catastrophe!
 
","adventure"
"1890170","A collection of 12 mini games I've worked on each month in the past one year. 
The games are rather simple but each entry should provide at least a few minutes of fun.
January
February
March
April
I will be documenting my progress and sharing the blueprints of the games on my youtube channel, showcasing what a beginner can achieve and hopefully it helps more people to create games.
","adventure"
"2209940","°Fight different bosses
Bosses with different attack patterns and unique visuals
°Powers
Use different powers in each battle
Different rooms of a castle
A strangely empty castle
 
","adventure"
"2234080","A VR cat simulation game. A volcano erupts outside of a small town leaving debris, mutating squirrels and scaring the dogs . The hoomans quicky wall them self's in to protect themself. Talk the towns people, and animals find your quest. Face giant squirrels smarter then the hoomans. Collect the stars, and milk. Avoid the panic, save the town!
","adventure"
